snow_depth_cm,precipitation_mm,temperature_c,localtime,area,total_minutes,total_sets,total_reps,week_of_year,month,day_of_week,hour
0.0,0.0,25.4,2022-07-03 14:00:00,Pirkkola,70,69,403,26,7,6,14
0.0,0.0,26.4,2022-07-03 15:00:00,Hietaniemi,232,207,2602,26,7,6,15
0.0,0.0,26.4,2022-07-03 15:00:00,Paloheinä,88,74,1503,26,7,6,15
0.0,0.0,26.4,2022-07-03 15:00:00,Pirkkola,29,17,215,26,7,6,15
0.0,0.0,26.4,2022-07-03 16:00:00,Hietaniemi,331,280,4804,26,7,6,16
0.0,0.0,26.4,2022-07-03 16:00:00,Paloheinä,45,35,409,26,7,6,16
0.0,0.0,26.4,2022-07-03 16:00:00,Pirkkola,66,55,399,26,7,6,16
0.0,0.0,25.5,2022-07-03 17:00:00,Hietaniemi,376,313,4644,26,7,6,17
0.0,0.0,25.5,2022-07-03 17:00:00,Paloheinä,75,67,585,26,7,6,17
0.0,0.0,25.5,2022-07-03 17:00:00,Pirkkola,74,70,428,26,7,6,17
0.0,0.0,25.2,2022-07-03 18:00:00,Hietaniemi,279,216,2974,26,7,6,18
0.0,0.0,25.2,2022-07-03 18:00:00,Paloheinä,90,75,1250,26,7,6,18
0.0,0.0,25.2,2022-07-03 18:00:00,Pirkkola,62,55,323,26,7,6,18
0.0,0.0,24.9,2022-07-03 19:00:00,Hietaniemi,239,187,2417,26,7,6,19
0.0,0.0,24.9,2022-07-03 19:00:00,Paloheinä,138,128,1176,26,7,6,19
0.0,0.0,24.9,2022-07-03 19:00:00,Pirkkola,27,25,203,26,7,6,19
0.0,0.0,25.6,2022-07-03 20:00:00,Hietaniemi,301,263,3047,26,7,6,20
0.0,0.0,25.6,2022-07-03 20:00:00,Paloheinä,80,68,677,26,7,6,20
0.0,0.0,25.6,2022-07-03 20:00:00,Pirkkola,60,51,465,26,7,6,20
0.0,0.0,25.3,2022-07-03 21:00:00,Hietaniemi,214,166,2001,26,7,6,21
0.0,0.0,25.3,2022-07-03 21:00:00,Paloheinä,41,37,359,26,7,6,21
0.0,0.0,25.3,2022-07-03 21:00:00,Pirkkola,56,50,302,26,7,6,21
0.0,0.0,23.6,2022-07-03 22:00:00,Hietaniemi,209,177,2411,26,7,6,22
0.0,0.0,23.6,2022-07-03 22:00:00,Paloheinä,20,20,82,26,7,6,22
0.0,0.0,23.6,2022-07-03 22:00:00,Pirkkola,29,24,164,26,7,6,22
0.0,0.0,21.9,2022-07-03 23:00:00,Hietaniemi,39,32,213,26,7,6,23
0.0,0.0,21.9,2022-07-03 23:00:00,Paloheinä,13,13,121,26,7,6,23
0.0,0.0,21.9,2022-07-03 23:00:00,Pirkkola,11,9,76,26,7,6,23
0.0,0.0,20.3,2022-07-04 00:00:00,Hietaniemi,40,35,137,27,7,0,0
0.0,0.0,20.3,2022-07-04 00:00:00,Paloheinä,0,0,0,27,7,0,0
0.0,0.0,20.3,2022-07-04 00:00:00,Pirkkola,14,9,52,27,7,0,0
0.0,0.0,18.5,2022-07-04 01:00:00,Hietaniemi,29,30,214,27,7,0,1
0.0,0.0,18.5,2022-07-04 01:00:00,Paloheinä,1,1,0,27,7,0,1
0.0,0.0,18.5,2022-07-04 01:00:00,Pirkkola,0,0,0,27,7,0,1
0.0,0.0,17.5,2022-07-04 02:00:00,Hietaniemi,1,1,4,27,7,0,2
0.0,0.0,17.5,2022-07-04 02:00:00,Paloheinä,0,0,0,27,7,0,2
0.0,0.0,17.5,2022-07-04 02:00:00,Pirkkola,0,0,0,27,7,0,2
0.0,0.0,16.5,2022-07-04 03:00:00,Hietaniemi,22,18,96,27,7,0,3
0.0,0.0,16.5,2022-07-04 03:00:00,Paloheinä,1,1,0,27,7,0,3
0.0,0.0,16.5,2022-07-04 03:00:00,Pirkkola,0,0,0,27,7,0,3
0.0,0.0,14.0,2022-07-04 04:00:00,Hietaniemi,38,22,384,27,7,0,4
0.0,0.0,14.0,2022-07-04 04:00:00,Paloheinä,0,0,0,27,7,0,4
0.0,0.0,14.0,2022-07-04 04:00:00,Pirkkola,0,0,0,27,7,0,4
0.0,0.0,13.0,2022-07-04 05:00:00,Hietaniemi,12,12,77,27,7,0,5
0.0,0.0,13.0,2022-07-04 05:00:00,Paloheinä,0,0,0,27,7,0,5
0.0,0.0,13.0,2022-07-04 05:00:00,Pirkkola,12,11,62,27,7,0,5
0.0,0.0,13.3,2022-07-04 06:00:00,Hietaniemi,37,39,419,27,7,0,6
0.0,0.0,13.3,2022-07-04 06:00:00,Paloheinä,11,8,89,27,7,0,6
0.0,0.0,13.3,2022-07-04 06:00:00,Pirkkola,36,33,212,27,7,0,6
0.0,0.0,15.9,2022-07-04 07:00:00,Hietaniemi,101,82,863,27,7,0,7
0.0,0.0,15.9,2022-07-04 07:00:00,Paloheinä,26,25,148,27,7,0,7
0.0,0.0,15.9,2022-07-04 07:00:00,Pirkkola,39,43,168,27,7,0,7
0.0,0.0,18.5,2022-07-04 08:00:00,Hietaniemi,94,74,906,27,7,0,8
0.0,0.0,18.5,2022-07-04 08:00:00,Paloheinä,50,41,268,27,7,0,8
0.0,0.0,18.5,2022-07-04 08:00:00,Pirkkola,51,45,241,27,7,0,8
0.0,0.0,19.5,2022-07-04 09:00:00,Hietaniemi,148,125,1384,27,7,0,9
0.0,0.0,19.5,2022-07-04 09:00:00,Paloheinä,36,32,214,27,7,0,9
0.0,0.0,19.5,2022-07-04 09:00:00,Pirkkola,31,25,166,27,7,0,9
0.0,0.0,21.7,2022-07-04 10:00:00,Hietaniemi,147,110,1517,27,7,0,10
0.0,0.0,21.7,2022-07-04 10:00:00,Paloheinä,54,46,449,27,7,0,10
0.0,0.0,21.7,2022-07-04 10:00:00,Pirkkola,17,20,109,27,7,0,10
0.0,0.0,22.0,2022-07-04 11:00:00,Hietaniemi,196,184,1688,27,7,0,11
0.0,0.0,22.0,2022-07-04 11:00:00,Paloheinä,53,46,265,27,7,0,11
0.0,0.0,22.0,2022-07-04 11:00:00,Pirkkola,48,46,264,27,7,0,11
0.0,0.0,21.5,2022-07-04 12:00:00,Hietaniemi,217,188,1822,27,7,0,12
0.0,0.0,21.5,2022-07-04 12:00:00,Paloheinä,79,67,544,27,7,0,12
0.0,0.0,21.5,2022-07-04 12:00:00,Pirkkola,38,41,139,27,7,0,12
0.0,0.0,21.6,2022-07-04 13:00:00,Hietaniemi,170,148,1576,27,7,0,13
0.0,0.0,21.6,2022-07-04 13:00:00,Paloheinä,101,83,1297,27,7,0,13
0.0,0.0,21.6,2022-07-04 13:00:00,Pirkkola,39,29,181,27,7,0,13
0.0,0.0,22.0,2022-07-04 14:00:00,Hietaniemi,277,219,2973,27,7,0,14
0.0,0.0,22.0,2022-07-04 14:00:00,Paloheinä,42,36,263,27,7,0,14
0.0,0.0,22.0,2022-07-04 14:00:00,Pirkkola,45,39,282,27,7,0,14
0.0,0.0,22.4,2022-07-04 15:00:00,Hietaniemi,355,284,4587,27,7,0,15
0.0,0.0,22.4,2022-07-04 15:00:00,Paloheinä,51,49,399,27,7,0,15
0.0,0.0,22.4,2022-07-04 15:00:00,Pirkkola,55,41,272,27,7,0,15
0.0,0.0,23.4,2022-07-04 16:00:00,Hietaniemi,292,243,3120,27,7,0,16
0.0,0.0,23.4,2022-07-04 16:00:00,Paloheinä,105,92,882,27,7,0,16
0.0,0.0,23.4,2022-07-04 16:00:00,Pirkkola,53,44,300,27,7,0,16
0.0,0.0,24.0,2022-07-04 17:00:00,Hietaniemi,274,216,3618,27,7,0,17
0.0,0.0,24.0,2022-07-04 17:00:00,Paloheinä,97,84,672,27,7,0,17
0.0,0.0,24.0,2022-07-04 17:00:00,Pirkkola,75,76,493,27,7,0,17
0.0,0.0,24.2,2022-07-04 18:00:00,Hietaniemi,332,273,4507,27,7,0,18
0.0,0.0,24.2,2022-07-04 18:00:00,Paloheinä,106,97,1039,27,7,0,18
0.0,0.0,24.2,2022-07-04 18:00:00,Pirkkola,101,100,586,27,7,0,18
0.0,0.0,24.9,2022-07-04 19:00:00,Hietaniemi,294,246,4632,27,7,0,19
0.0,0.0,24.9,2022-07-04 19:00:00,Paloheinä,85,86,782,27,7,0,19
0.0,0.0,24.9,2022-07-04 19:00:00,Pirkkola,78,74,554,27,7,0,19
0.0,0.0,23.7,2022-07-04 20:00:00,Hietaniemi,294,216,3682,27,7,0,20
0.0,0.0,23.7,2022-07-04 20:00:00,Paloheinä,94,90,738,27,7,0,20
0.0,0.0,23.7,2022-07-04 20:00:00,Pirkkola,52,48,330,27,7,0,20
0.0,0.0,22.5,2022-07-04 21:00:00,Hietaniemi,242,190,5506,27,7,0,21
0.0,0.0,22.5,2022-07-04 21:00:00,Paloheinä,39,40,305,27,7,0,21
0.0,0.0,22.5,2022-07-04 21:00:00,Pirkkola,16,13,58,27,7,0,21
0.0,0.0,21.0,2022-07-04 22:00:00,Hietaniemi,162,138,1897,27,7,0,22
0.0,0.0,21.0,2022-07-04 22:00:00,Paloheinä,63,56,606,27,7,0,22
0.0,0.0,21.0,2022-07-04 22:00:00,Pirkkola,10,8,69,27,7,0,22
0.0,0.0,19.4,2022-07-04 23:00:00,Hietaniemi,50,42,347,27,7,0,23
0.0,0.0,19.4,2022-07-04 23:00:00,Paloheinä,28,23,142,27,7,0,23
0.0,0.0,19.4,2022-07-04 23:00:00,Pirkkola,18,14,116,27,7,0,23
0.0,0.0,18.0,2022-07-05 00:00:00,Hietaniemi,2,3,9,27,7,1,0
0.0,0.0,18.0,2022-07-05 00:00:00,Paloheinä,0,0,0,27,7,1,0
0.0,0.0,18.0,2022-07-05 00:00:00,Pirkkola,38,43,175,27,7,1,0
0.0,0.0,17.0,2022-07-05 01:00:00,Hietaniemi,32,25,277,27,7,1,1
0.0,0.0,17.0,2022-07-05 01:00:00,Paloheinä,3,3,10,27,7,1,1
0.0,0.0,17.0,2022-07-05 01:00:00,Pirkkola,6,4,31,27,7,1,1
0.0,0.0,16.4,2022-07-05 02:00:00,Hietaniemi,9,7,44,27,7,1,2
0.0,0.0,16.4,2022-07-05 02:00:00,Paloheinä,0,0,0,27,7,1,2
0.0,0.0,16.4,2022-07-05 02:00:00,Pirkkola,0,0,0,27,7,1,2
0.0,0.0,15.5,2022-07-05 03:00:00,Hietaniemi,0,0,0,27,7,1,3
0.0,0.0,15.5,2022-07-05 03:00:00,Paloheinä,0,0,0,27,7,1,3
0.0,0.0,15.5,2022-07-05 03:00:00,Pirkkola,0,0,0,27,7,1,3
0.0,0.0,14.8,2022-07-05 04:00:00,Hietaniemi,0,0,0,27,7,1,4
0.0,0.0,14.8,2022-07-05 04:00:00,Paloheinä,0,0,0,27,7,1,4
0.0,0.0,14.8,2022-07-05 04:00:00,Pirkkola,0,0,0,27,7,1,4
0.0,0.0,16.0,2022-07-05 05:00:00,Hietaniemi,28,22,331,27,7,1,5
0.0,0.0,16.0,2022-07-05 05:00:00,Paloheinä,0,0,0,27,7,1,5
0.0,0.0,16.0,2022-07-05 05:00:00,Pirkkola,13,17,42,27,7,1,5
0.0,0.0,17.8,2022-07-05 06:00:00,Hietaniemi,39,31,317,27,7,1,6
0.0,0.0,17.8,2022-07-05 06:00:00,Paloheinä,23,17,125,27,7,1,6
0.0,0.0,17.8,2022-07-05 06:00:00,Pirkkola,31,31,211,27,7,1,6
0.0,0.0,19.8,2022-07-05 07:00:00,Hietaniemi,107,90,1123,27,7,1,7
0.0,0.0,19.8,2022-07-05 07:00:00,Paloheinä,44,34,299,27,7,1,7
0.0,0.0,19.8,2022-07-05 07:00:00,Pirkkola,31,28,176,27,7,1,7
0.0,0.0,20.0,2022-07-05 08:00:00,Hietaniemi,74,69,521,27,7,1,8
0.0,0.0,20.0,2022-07-05 08:00:00,Paloheinä,40,37,237,27,7,1,8
0.0,0.0,20.0,2022-07-05 08:00:00,Pirkkola,45,38,236,27,7,1,8
0.0,0.0,20.7,2022-07-05 09:00:00,Hietaniemi,208,161,2216,27,7,1,9
0.0,0.0,20.7,2022-07-05 09:00:00,Paloheinä,67,62,417,27,7,1,9
0.0,0.0,20.7,2022-07-05 09:00:00,Pirkkola,21,19,129,27,7,1,9
0.0,0.0,22.0,2022-07-05 10:00:00,Hietaniemi,138,124,1410,27,7,1,10
0.0,0.0,22.0,2022-07-05 10:00:00,Paloheinä,59,47,382,27,7,1,10
0.0,0.0,22.0,2022-07-05 10:00:00,Pirkkola,58,50,300,27,7,1,10
0.0,0.0,22.0,2022-07-05 11:00:00,Hietaniemi,191,170,1819,27,7,1,11
0.0,0.0,22.0,2022-07-05 11:00:00,Paloheinä,69,61,440,27,7,1,11
0.0,0.0,22.0,2022-07-05 11:00:00,Pirkkola,63,54,314,27,7,1,11
0.0,0.0,21.6,2022-07-05 12:00:00,Hietaniemi,191,152,1809,27,7,1,12
0.0,0.0,21.6,2022-07-05 12:00:00,Paloheinä,56,50,350,27,7,1,12
0.0,0.0,21.6,2022-07-05 12:00:00,Pirkkola,91,83,572,27,7,1,12
0.0,0.0,22.4,2022-07-05 13:00:00,Hietaniemi,100,89,735,27,7,1,13
0.0,0.0,22.4,2022-07-05 13:00:00,Paloheinä,115,100,749,27,7,1,13
0.0,0.0,22.4,2022-07-05 13:00:00,Pirkkola,58,52,312,27,7,1,13
0.0,0.0,22.9,2022-07-05 14:00:00,Hietaniemi,268,229,2768,27,7,1,14
0.0,0.0,22.9,2022-07-05 14:00:00,Paloheinä,78,63,1434,27,7,1,14
0.0,0.0,22.9,2022-07-05 14:00:00,Pirkkola,53,49,229,27,7,1,14
0.0,0.0,23.2,2022-07-05 15:00:00,Hietaniemi,194,164,2340,27,7,1,15
0.0,0.0,23.2,2022-07-05 15:00:00,Paloheinä,72,63,653,27,7,1,15
0.0,0.0,23.2,2022-07-05 15:00:00,Pirkkola,39,39,235,27,7,1,15
0.0,0.0,23.2,2022-07-05 16:00:00,Hietaniemi,189,158,1853,27,7,1,16
0.0,0.0,23.2,2022-07-05 16:00:00,Paloheinä,72,70,329,27,7,1,16
0.0,0.0,23.2,2022-07-05 16:00:00,Pirkkola,79,79,464,27,7,1,16
0.0,0.0,20.4,2022-07-05 17:00:00,Hietaniemi,284,217,2979,27,7,1,17
0.0,0.0,20.4,2022-07-05 17:00:00,Paloheinä,89,79,772,27,7,1,17
0.0,0.0,20.4,2022-07-05 17:00:00,Pirkkola,54,49,246,27,7,1,17
0.0,0.0,21.1,2022-07-05 18:00:00,Hietaniemi,337,301,3775,27,7,1,18
0.0,0.0,21.1,2022-07-05 18:00:00,Paloheinä,141,131,972,27,7,1,18
0.0,0.0,21.1,2022-07-05 18:00:00,Pirkkola,79,85,392,27,7,1,18
0.0,0.0,20.1,2022-07-05 19:00:00,Hietaniemi,293,231,3358,27,7,1,19
0.0,0.0,20.1,2022-07-05 19:00:00,Paloheinä,111,93,1174,27,7,1,19
0.0,0.0,20.1,2022-07-05 19:00:00,Pirkkola,100,97,582,27,7,1,19
0.0,0.0,20.0,2022-07-05 20:00:00,Hietaniemi,164,128,2129,27,7,1,20
0.0,0.0,20.0,2022-07-05 20:00:00,Paloheinä,125,106,1105,27,7,1,20
0.0,0.0,20.0,2022-07-05 20:00:00,Pirkkola,59,47,442,27,7,1,20
0.0,0.0,19.4,2022-07-05 21:00:00,Hietaniemi,230,183,2514,27,7,1,21
0.0,0.0,19.4,2022-07-05 21:00:00,Paloheinä,90,74,661,27,7,1,21
0.0,0.0,19.4,2022-07-05 21:00:00,Pirkkola,39,34,207,27,7,1,21
0.0,0.0,18.8,2022-07-05 22:00:00,Hietaniemi,97,76,850,27,7,1,22
0.0,0.0,18.8,2022-07-05 22:00:00,Paloheinä,47,47,295,27,7,1,22
0.0,0.0,18.8,2022-07-05 22:00:00,Pirkkola,21,21,72,27,7,1,22
0.0,0.0,17.5,2022-07-05 23:00:00,Hietaniemi,16,12,105,27,7,1,23
0.0,0.0,17.5,2022-07-05 23:00:00,Paloheinä,27,34,58,27,7,1,23
0.0,0.0,17.5,2022-07-05 23:00:00,Pirkkola,0,0,0,27,7,1,23
0.0,0.0,16.7,2022-07-06 00:00:00,Hietaniemi,53,40,587,27,7,2,0
0.0,0.0,16.7,2022-07-06 00:00:00,Paloheinä,0,0,0,27,7,2,0
0.0,0.0,16.7,2022-07-06 00:00:00,Pirkkola,0,0,0,27,7,2,0
0.0,0.0,15.7,2022-07-06 01:00:00,Hietaniemi,25,21,124,27,7,2,1
0.0,0.0,15.7,2022-07-06 01:00:00,Paloheinä,0,0,0,27,7,2,1
0.0,0.0,15.7,2022-07-06 01:00:00,Pirkkola,0,0,0,27,7,2,1
0.0,0.0,14.4,2022-07-06 02:00:00,Hietaniemi,0,0,0,27,7,2,2
0.0,0.0,14.4,2022-07-06 02:00:00,Paloheinä,0,0,0,27,7,2,2
0.0,0.0,14.4,2022-07-06 02:00:00,Pirkkola,0,0,0,27,7,2,2
0.0,0.0,13.9,2022-07-06 03:00:00,Hietaniemi,6,4,16,27,7,2,3
0.0,0.0,13.9,2022-07-06 03:00:00,Paloheinä,0,0,0,27,7,2,3
0.0,0.0,13.9,2022-07-06 03:00:00,Pirkkola,0,0,0,27,7,2,3
0.0,0.0,14.7,2022-07-06 04:00:00,Hietaniemi,0,0,0,27,7,2,4
0.0,0.0,14.7,2022-07-06 04:00:00,Paloheinä,0,0,0,27,7,2,4
0.0,0.0,14.7,2022-07-06 04:00:00,Pirkkola,0,0,0,27,7,2,4
0.0,0.0,14.8,2022-07-06 05:00:00,Hietaniemi,22,13,261,27,7,2,5
0.0,0.0,14.8,2022-07-06 05:00:00,Paloheinä,0,0,0,27,7,2,5
0.0,0.0,14.8,2022-07-06 05:00:00,Pirkkola,6,6,31,27,7,2,5
0.0,0.0,16.2,2022-07-06 06:00:00,Hietaniemi,3,3,19,27,7,2,6
0.0,0.0,16.2,2022-07-06 06:00:00,Paloheinä,7,7,37,27,7,2,6
0.0,0.0,16.2,2022-07-06 06:00:00,Pirkkola,33,34,194,27,7,2,6
0.0,0.0,16.9,2022-07-06 07:00:00,Hietaniemi,59,40,708,27,7,2,7
0.0,0.0,16.9,2022-07-06 07:00:00,Paloheinä,39,37,220,27,7,2,7
0.0,0.0,16.9,2022-07-06 07:00:00,Pirkkola,10,9,64,27,7,2,7
0.0,0.0,17.0,2022-07-06 08:00:00,Hietaniemi,84,68,1028,27,7,2,8
0.0,0.0,17.0,2022-07-06 08:00:00,Paloheinä,30,24,210,27,7,2,8
0.0,0.0,17.0,2022-07-06 08:00:00,Pirkkola,20,19,87,27,7,2,8
0.0,0.0,17.6,2022-07-06 09:00:00,Hietaniemi,139,106,1396,27,7,2,9
0.0,0.0,17.6,2022-07-06 09:00:00,Paloheinä,64,62,869,27,7,2,9
0.0,0.0,17.6,2022-07-06 09:00:00,Pirkkola,23,19,162,27,7,2,9
0.0,0.0,18.9,2022-07-06 10:00:00,Hietaniemi,193,164,2131,27,7,2,10
0.0,0.0,18.9,2022-07-06 10:00:00,Paloheinä,58,48,464,27,7,2,10
0.0,0.0,18.9,2022-07-06 10:00:00,Pirkkola,36,26,242,27,7,2,10
0.0,0.0,20.1,2022-07-06 11:00:00,Hietaniemi,164,138,2059,27,7,2,11
0.0,0.0,20.1,2022-07-06 11:00:00,Paloheinä,68,61,586,27,7,2,11
0.0,0.0,20.1,2022-07-06 11:00:00,Pirkkola,28,24,86,27,7,2,11
0.0,0.0,20.4,2022-07-06 12:00:00,Hietaniemi,135,127,1075,27,7,2,12
0.0,0.0,20.4,2022-07-06 12:00:00,Paloheinä,86,81,618,27,7,2,12
0.0,0.0,20.4,2022-07-06 12:00:00,Pirkkola,72,68,406,27,7,2,12
0.0,0.0,20.9,2022-07-06 13:00:00,Hietaniemi,140,119,1424,27,7,2,13
0.0,0.0,20.9,2022-07-06 13:00:00,Paloheinä,99,94,579,27,7,2,13
0.0,0.0,20.9,2022-07-06 13:00:00,Pirkkola,94,85,677,27,7,2,13
0.0,0.0,20.5,2022-07-06 14:00:00,Hietaniemi,152,136,1139,27,7,2,14
0.0,0.0,20.5,2022-07-06 14:00:00,Paloheinä,40,40,700,27,7,2,14
0.0,0.0,20.5,2022-07-06 14:00:00,Pirkkola,54,50,310,27,7,2,14
0.0,0.0,21.2,2022-07-06 15:00:00,Hietaniemi,176,144,1508,27,7,2,15
0.0,0.0,21.2,2022-07-06 15:00:00,Paloheinä,43,37,404,27,7,2,15
0.0,0.0,21.2,2022-07-06 15:00:00,Pirkkola,51,48,274,27,7,2,15
0.0,0.0,20.6,2022-07-06 16:00:00,Hietaniemi,240,197,2934,27,7,2,16
0.0,0.0,20.6,2022-07-06 16:00:00,Paloheinä,77,66,489,27,7,2,16
0.0,0.0,20.6,2022-07-06 16:00:00,Pirkkola,81,80,500,27,7,2,16
0.0,0.0,21.2,2022-07-06 17:00:00,Hietaniemi,247,210,2646,27,7,2,17
0.0,0.0,21.2,2022-07-06 17:00:00,Paloheinä,94,89,2366,27,7,2,17
0.0,0.0,21.2,2022-07-06 17:00:00,Pirkkola,76,73,361,27,7,2,17
0.0,0.0,20.4,2022-07-06 18:00:00,Hietaniemi,321,266,3318,27,7,2,18
0.0,0.0,20.4,2022-07-06 18:00:00,Paloheinä,137,110,1861,27,7,2,18
0.0,0.0,20.4,2022-07-06 18:00:00,Pirkkola,78,63,562,27,7,2,18
0.0,0.0,20.1,2022-07-06 19:00:00,Hietaniemi,323,263,3613,27,7,2,19
0.0,0.0,20.1,2022-07-06 19:00:00,Paloheinä,89,72,832,27,7,2,19
0.0,0.0,20.1,2022-07-06 19:00:00,Pirkkola,82,82,472,27,7,2,19
0.0,0.0,19.6,2022-07-06 20:00:00,Hietaniemi,232,203,2092,27,7,2,20
0.0,0.0,19.6,2022-07-06 20:00:00,Paloheinä,116,108,988,27,7,2,20
0.0,0.0,19.6,2022-07-06 20:00:00,Pirkkola,25,24,106,27,7,2,20
0.0,0.0,19.0,2022-07-06 21:00:00,Hietaniemi,205,164,1927,27,7,2,21
0.0,0.0,19.0,2022-07-06 21:00:00,Paloheinä,50,47,326,27,7,2,21
0.0,0.0,19.0,2022-07-06 21:00:00,Pirkkola,46,42,173,27,7,2,21
0.0,0.0,18.2,2022-07-06 22:00:00,Hietaniemi,78,64,752,27,7,2,22
0.0,0.0,18.2,2022-07-06 22:00:00,Paloheinä,8,6,42,27,7,2,22
0.0,0.0,18.2,2022-07-06 22:00:00,Pirkkola,5,3,52,27,7,2,22
0.0,0.0,16.9,2022-07-06 23:00:00,Hietaniemi,27,23,158,27,7,2,23
0.0,0.0,16.9,2022-07-06 23:00:00,Paloheinä,6,4,8,27,7,2,23
0.0,0.0,16.9,2022-07-06 23:00:00,Pirkkola,25,29,105,27,7,2,23
0.0,0.0,15.7,2022-07-07 00:00:00,Hietaniemi,22,16,107,27,7,3,0
0.0,0.0,15.7,2022-07-07 00:00:00,Paloheinä,0,0,0,27,7,3,0
0.0,0.0,15.7,2022-07-07 00:00:00,Pirkkola,0,0,0,27,7,3,0
0.0,0.0,14.2,2022-07-07 01:00:00,Hietaniemi,21,17,163,27,7,3,1
0.0,0.0,14.2,2022-07-07 01:00:00,Paloheinä,0,0,0,27,7,3,1
0.0,0.0,14.2,2022-07-07 01:00:00,Pirkkola,0,0,0,27,7,3,1
0.0,0.0,13.0,2022-07-07 02:00:00,Hietaniemi,1,1,0,27,7,3,2
0.0,0.0,13.0,2022-07-07 02:00:00,Paloheinä,0,0,0,27,7,3,2
0.0,0.0,13.0,2022-07-07 02:00:00,Pirkkola,0,0,0,27,7,3,2
0.0,0.0,12.0,2022-07-07 03:00:00,Hietaniemi,0,0,0,27,7,3,3
0.0,0.0,12.0,2022-07-07 03:00:00,Paloheinä,0,0,0,27,7,3,3
0.0,0.0,12.0,2022-07-07 03:00:00,Pirkkola,0,0,0,27,7,3,3
0.0,0.0,11.3,2022-07-07 04:00:00,Hietaniemi,31,27,198,27,7,3,4
0.0,0.0,11.3,2022-07-07 04:00:00,Paloheinä,0,0,0,27,7,3,4
0.0,0.0,11.3,2022-07-07 04:00:00,Pirkkola,0,0,0,27,7,3,4
0.0,0.0,10.6,2022-07-07 05:00:00,Hietaniemi,1,1,0,27,7,3,5
0.0,0.0,10.6,2022-07-07 05:00:00,Paloheinä,0,0,0,27,7,3,5
0.0,0.0,10.6,2022-07-07 05:00:00,Pirkkola,11,11,38,27,7,3,5
0.0,0.0,11.0,2022-07-07 06:00:00,Hietaniemi,44,31,427,27,7,3,6
0.0,0.0,11.0,2022-07-07 06:00:00,Paloheinä,0,0,0,27,7,3,6
0.0,0.0,11.0,2022-07-07 06:00:00,Pirkkola,58,56,267,27,7,3,6
0.0,0.0,14.6,2022-07-07 07:00:00,Hietaniemi,85,69,738,27,7,3,7
0.0,0.0,14.6,2022-07-07 07:00:00,Paloheinä,18,16,70,27,7,3,7
0.0,0.0,14.6,2022-07-07 07:00:00,Pirkkola,38,38,196,27,7,3,7
0.0,0.0,16.9,2022-07-07 08:00:00,Hietaniemi,31,32,274,27,7,3,8
0.0,0.0,16.9,2022-07-07 08:00:00,Paloheinä,44,38,266,27,7,3,8
0.0,0.0,16.9,2022-07-07 08:00:00,Pirkkola,55,53,434,27,7,3,8
0.0,0.0,17.9,2022-07-07 09:00:00,Hietaniemi,154,126,1122,27,7,3,9
0.0,0.0,17.9,2022-07-07 09:00:00,Paloheinä,80,70,501,27,7,3,9
0.0,0.0,17.9,2022-07-07 09:00:00,Pirkkola,51,52,232,27,7,3,9
0.0,0.0,18.4,2022-07-07 10:00:00,Hietaniemi,204,149,2133,27,7,3,10
0.0,0.0,18.4,2022-07-07 10:00:00,Paloheinä,105,110,795,27,7,3,10
0.0,0.0,18.4,2022-07-07 10:00:00,Pirkkola,51,43,274,27,7,3,10
0.0,0.0,19.6,2022-07-07 11:00:00,Hietaniemi,161,132,1596,27,7,3,11
0.0,0.0,19.6,2022-07-07 11:00:00,Paloheinä,98,80,1064,27,7,3,11
0.0,0.0,19.6,2022-07-07 11:00:00,Pirkkola,54,58,205,27,7,3,11
0.0,0.0,20.0,2022-07-07 12:00:00,Hietaniemi,234,192,2258,27,7,3,12
0.0,0.0,20.0,2022-07-07 12:00:00,Paloheinä,58,52,329,27,7,3,12
0.0,0.0,20.0,2022-07-07 12:00:00,Pirkkola,95,94,598,27,7,3,12
0.0,0.0,21.9,2022-07-07 13:00:00,Hietaniemi,198,181,1840,27,7,3,13
0.0,0.0,21.9,2022-07-07 13:00:00,Paloheinä,97,98,627,27,7,3,13
0.0,0.0,21.9,2022-07-07 13:00:00,Pirkkola,34,35,166,27,7,3,13
0.0,0.0,22.6,2022-07-07 14:00:00,Hietaniemi,139,120,1013,27,7,3,14
0.0,0.0,22.6,2022-07-07 14:00:00,Paloheinä,102,98,579,27,7,3,14
0.0,0.0,22.6,2022-07-07 14:00:00,Pirkkola,65,62,457,27,7,3,14
0.0,0.0,23.4,2022-07-07 15:00:00,Hietaniemi,159,129,1399,27,7,3,15
0.0,0.0,23.4,2022-07-07 15:00:00,Paloheinä,47,49,297,27,7,3,15
0.0,0.0,23.4,2022-07-07 15:00:00,Pirkkola,86,86,689,27,7,3,15
0.0,0.0,23.6,2022-07-07 16:00:00,Hietaniemi,249,194,2933,27,7,3,16
0.0,0.0,23.6,2022-07-07 16:00:00,Paloheinä,95,90,711,27,7,3,16
0.0,0.0,23.6,2022-07-07 16:00:00,Pirkkola,67,65,452,27,7,3,16
0.0,0.0,21.8,2022-07-07 17:00:00,Hietaniemi,249,194,2870,27,7,3,17
0.0,0.0,21.8,2022-07-07 17:00:00,Paloheinä,115,106,994,27,7,3,17
0.0,0.0,21.8,2022-07-07 17:00:00,Pirkkola,85,75,575,27,7,3,17
0.0,0.0,20.7,2022-07-07 18:00:00,Hietaniemi,160,143,1416,27,7,3,18
